model_input,pred_correct,expected_if,predicted_if,pred_score
"def calcPolygonRect ( pointArray ) : <TAB> """"""receives a point list and returns the rect that contains them as a tupple -> tuple left, top, right, bottom"""""" <TAB> <TAB> l , t , r , b = 10000000 , 10000000 , - 10000000 , - 10000000 <TAB> <TAB> <TAB> <TAB> <TAB> for n in pointArray : <TAB> <TAB> <fill-in> <TAB> <TAB> <TAB> l = n [ 0 ] <TAB> <TAB> if n [ 0 ] > r : <TAB> <TAB> <TAB> r = n [ 0 ] <TAB> <TAB> if n [ 1 ] < t : <TAB> <TAB> <TAB> t = n [ 1 ] <TAB> <TAB> if n [ 1 ] > b : <TAB> <TAB> <TAB> b = n [ 1 ] <TAB> return l , t , r , b",False,if n [ 0 ] < l :,___________________,0.0
"def render ( self , context ) : <TAB> bits = [ ] <TAB> for node in self : <TAB> <TAB> <fill-in> <TAB> <TAB> <TAB> bit = self . render_node ( node , context ) <TAB> <TAB> else : <TAB> <TAB> <TAB> bit = node <TAB> <TAB> bits . append ( force_unicode ( bit ) ) <TAB> return mark_safe ( u"""" . join ( bits ) )",False,"if isinstance ( node , Node ) :",___________________,0.0
"def _cache_db_tables_iterator ( tables , cache_alias , db_alias ) : <TAB> no_tables = not tables <TAB> cache_aliases = settings . CACHES if cache_alias is None else ( cache_alias , ) <TAB> db_aliases = settings . DATABASES if db_alias is None else ( db_alias , ) <TAB> for db_alias in db_aliases : <TAB> <TAB> if no_tables : <TAB> <TAB> <TAB> tables = connections [ db_alias ] . introspection . table_names ( ) <TAB> <TAB> <fill-in> <TAB> <TAB> <TAB> for cache_alias in cache_aliases : <TAB> <TAB> <TAB> <TAB> yield cache_alias , db_alias , tables",False,if tables :,___________________,0.0
"def semanticTags ( self , semanticTags ) : <TAB> if semanticTags is None : <TAB> <TAB> self . __semanticTags = OrderedDict ( ) <TAB> <TAB> for key , value in list ( semanticTags . items ( ) ) : <TAB> <TAB> if not isinstance ( key , int ) : <TAB> <TAB> <TAB> raise TypeError ( ""At least one key is not a valid int position"" ) <TAB> <TAB> if not isinstance ( value , list ) : <TAB> <TAB> <TAB> raise TypeError ( <TAB> <TAB> <TAB> <TAB> ""At least one value of the provided dict is not a list of string"" <TAB> <TAB> <TAB> ) <TAB> <TAB> for x in value : <TAB> <TAB> <TAB> <fill-in> <TAB> <TAB> <TAB> <TAB> raise TypeError ( <TAB> <TAB> <TAB> <TAB> <TAB> ""At least one value of the provided dict is not a list of string"" <TAB> <TAB> <TAB> <TAB> ) <TAB> self . __semanticTags = semanticTags",False,"if not isinstance ( x , str ) :",___________________,0.0
"def __init__ ( <TAB> self , backbone , refiner = None , train_cfg = None , test_cfg = None , pretrained = None ) : <TAB> super ( BaseMattor , self ) . __init__ ( ) <TAB> self . train_cfg = train_cfg if train_cfg is not None else ConfigDict ( ) <TAB> self . test_cfg = test_cfg if test_cfg is not None else ConfigDict ( ) <TAB> self . backbone = build_backbone ( backbone ) <TAB> <TAB> if refiner is None : <TAB> <TAB> self . train_cfg [ ""train_refiner"" ] = False <TAB> <TAB> self . test_cfg [ ""refine"" ] = False <TAB> else : <TAB> <TAB> self . refiner = build_component ( refiner ) <TAB> <TAB> if train_cfg is not None : <TAB> <TAB> assert hasattr ( self . train_cfg , ""train_refiner"" ) <TAB> <TAB> assert hasattr ( self . test_cfg , ""refine"" ) <TAB> <TAB> if self . test_cfg . refine and not self . train_cfg . train_refiner : <TAB> <TAB> <TAB> print_log ( <TAB> <TAB> <TAB> <TAB> ""You are not training the refiner, but it is used for "" <TAB> <TAB> <TAB> <TAB> ""model forwarding."" , <TAB> <TAB> <TAB> <TAB> ""root"" , <TAB> <TAB> <TAB> <TAB> logging . WARNING , <TAB> <TAB> <TAB> ) <TAB> <TAB> if not self . train_cfg . train_backbone : <TAB> <TAB> <TAB> self . freeze_backbone ( ) <TAB> <TAB> if not hasattr ( self . test_cfg , ""metrics"" ) : <TAB> <TAB> raise KeyError ( 'Missing key ""metrics"" in test_cfg' ) <TAB> elif mmcv . is_list_of ( self . test_cfg . metrics , str ) : <TAB> <TAB> for metric in self . test_cfg . metrics : <TAB> <TAB> <TAB> <fill-in> <TAB> <TAB> <TAB> <TAB> raise KeyError ( f""metric {metric} is not supported"" ) <TAB> elif self . test_cfg . metrics is not None : <TAB> <TAB> raise TypeError ( ""metrics must be None or a list of str"" ) <TAB> self . init_weights ( pretrained )",False,if metric not in self . allowed_metrics :,___________________,0.0
"def do ( tag ) : <TAB> name = getattr ( tag , ""name"" , None ) <TAB> <TAB> <TAB> name = name . lower ( ) if name is not None else """" <TAB> if not name : <TAB> <TAB> text ( tag ) <TAB> elif name == ""h1"" : <TAB> <TAB> macro ( "".SH"" , _force_string ( tag , tag ) . upper ( ) ) <TAB> <TAB> w . started = True <TAB> elif name == ""h2"" : <TAB> <TAB> macro ( "".SS"" , _force_string ( tag , tag ) ) <TAB> <TAB> w . started = True <TAB> elif name . startswith ( ""h"" ) and len ( name ) == 2 : <TAB> <TAB> raise ValueError ( ""%r invalid - man page headers must be h1 or h2"" % name ) <TAB> elif name == ""pre"" : <TAB> <TAB> t = _force_string ( tag . code , tag . code ) <TAB> <TAB> <fill-in> <TAB> <TAB> <TAB> macro ( "".RS"" , ""+4n"" ) <TAB> <TAB> <TAB> macro ( "".nf"" ) <TAB> <TAB> <TAB> w . write ( _clean ( t ) . rstrip ( ) ) <TAB> <TAB> <TAB> macro ( "".fi"" ) <TAB> <TAB> <TAB> macro ( "".RE"" ) <TAB> <TAB> <TAB> w . end_para ( ) <TAB> elif name == ""p"" or name == ""br"" : <TAB> <TAB> g = re . match ( re . compile ( r""([^\n]*)\n *: +(.*)"" , re . S ) , str ( tag ) ) <TAB> <TAB> if g : <TAB> <TAB> <TAB> <TAB> <TAB> <TAB> <TAB> <TAB> <TAB> <TAB> <TAB> <TAB> do_definition ( tag ) <TAB> <TAB> else : <TAB> <TAB> <TAB> text ( tag ) <TAB> <TAB> <TAB> w . end_para ( ) <TAB> elif name == ""ul"" : <TAB> <TAB> do_list ( tag ) <TAB> else : <TAB> <TAB> raise ValueError ( ""non-man-compatible html tag %r"" % name )",False,if t . strip ( ) :,___________________,0.0
"def upgrade_state_dict_named ( self , state_dict , name ) : <TAB> """"""Upgrade a (possibly old) state dict for new versions of fairseq."""""" <TAB> if isinstance ( self . embed_positions , SinusoidalPositionalEmbedding ) : <TAB> <TAB> weights_key = ""{}.embed_positions.weights"" . format ( name ) <TAB> <TAB> <fill-in> <TAB> <TAB> <TAB> del state_dict [ weights_key ] <TAB> <TAB> state_dict [ ""{}.embed_positions._float_tensor"" . format ( name ) ] = torch . FloatTensor ( <TAB> <TAB> <TAB> 1 <TAB> <TAB> ) <TAB> for i in range ( len ( self . layers ) ) : <TAB> <TAB> <TAB> <TAB> layer_norm_map = { <TAB> <TAB> <TAB> ""0"" : ""self_attn_layer_norm"" , <TAB> <TAB> <TAB> ""1"" : ""encoder_attn_layer_norm"" , <TAB> <TAB> <TAB> ""2"" : ""final_layer_norm"" , <TAB> <TAB> } <TAB> <TAB> for old , new in layer_norm_map . items ( ) : <TAB> <TAB> <TAB> for m in ( ""weight"" , ""bias"" ) : <TAB> <TAB> <TAB> <TAB> k = ""{}.layers.{}.layer_norms.{}.{}"" . format ( name , i , old , m ) <TAB> <TAB> <TAB> <TAB> if k in state_dict : <TAB> <TAB> <TAB> <TAB> <TAB> state_dict [ <TAB> <TAB> <TAB> <TAB> <TAB> <TAB> ""{}.layers.{}.{}.{}"" . format ( name , i , new , m ) <TAB> <TAB> <TAB> <TAB> <TAB> ] = state_dict [ k ] <TAB> <TAB> <TAB> <TAB> <TAB> del state_dict [ k ] <TAB> version_key = ""{}.version"" . format ( name ) <TAB> if utils . item ( state_dict . get ( version_key , torch . Tensor ( [ 1 ] ) ) [ 0 ] ) <= 2 : <TAB> <TAB> <TAB> <TAB> self . layer_norm = None <TAB> <TAB> self . normalize = False <TAB> <TAB> state_dict [ version_key ] = torch . Tensor ( [ 1 ] ) <TAB> return state_dict",False,if weights_key in state_dict :,___________________,0.0
"def replacefunc ( elt ) : <TAB> text = elt . attrib [ ""href"" ] <TAB> if link_type ( text ) != ""page"" : <TAB> <TAB> raise zim . formats . VisitorSkip <TAB> href = HRef . new_from_wiki_link ( text ) <TAB> if href . rel == HREF_REL_RELATIVE : <TAB> <TAB> raise zim . formats . VisitorSkip <TAB> elif href . rel == HREF_REL_ABSOLUTE : <TAB> <TAB> oldtarget = self . pages . resolve_link ( page , href ) <TAB> <TAB> <fill-in> <TAB> <TAB> <TAB> return self . _update_link_tag ( elt , page , newroot , href ) <TAB> <TAB> elif oldtarget . ischild ( oldroot ) : <TAB> <TAB> <TAB> newtarget = newroot + oldtarget . relname ( oldroot ) <TAB> <TAB> <TAB> return self . _update_link_tag ( elt , page , newtarget , href ) <TAB> <TAB> else : <TAB> <TAB> <TAB> raise zim . formats . VisitorSkip <TAB> else : <TAB> <TAB> assert href . rel == HREF_REL_FLOATING <TAB> <TAB> newtarget = self . pages . resolve_link ( page , href ) <TAB> <TAB> oldtarget = self . pages . resolve_link ( oldpath , href ) <TAB> <TAB> <fill-in> <TAB> <TAB> <TAB> return self . _update_link_tag ( elt , page , newroot , href ) <TAB> <TAB> elif oldtarget . ischild ( oldroot ) : <TAB> <TAB> <TAB> oldanchor = self . pages . resolve_link ( <TAB> <TAB> <TAB> <TAB> oldpath , HRef ( HREF_REL_FLOATING , href . parts ( ) [ 0 ] ) <TAB> <TAB> <TAB> ) <TAB> <TAB> <TAB> if oldanchor . ischild ( oldroot ) : <TAB> <TAB> <TAB> <TAB> raise zim . formats . VisitorSkip <TAB> <TAB> <TAB> else : <TAB> <TAB> <TAB> <TAB> newtarget = newroot + oldtarget . relname ( oldroot ) <TAB> <TAB> <TAB> <TAB> return self . _update_link_tag ( elt , page , newtarget , href ) <TAB> <TAB> elif newtarget != oldtarget : <TAB> <TAB> <TAB> <TAB> <TAB> <TAB> return self . _update_link_tag ( elt , page , oldtarget , href ) <TAB> <TAB> else : <TAB> <TAB> <TAB> raise zim . formats . VisitorSkip",False,if oldtarget == oldroot :,___________________,0.0
"def put_blank_line ( self , trace , count = 1 ) : <TAB> count -= self . blank_line_count <TAB> while count > ZERO : <TAB> <TAB> self . put ( BLANK_LINE ) <TAB> <TAB> self . put ( self . newline ) <TAB> <TAB> <fill-in> <TAB> <TAB> <TAB> self . put ( ""blank(%s)"" % str ( trace ) ) <TAB> <TAB> self . blank_line_count += 1 <TAB> <TAB> count -= 1 <TAB> return self",False,if DEBUG :,___________________,0.0
"def test ( self , setting ) : <TAB> self . logger . debug ( ""Testing connection to snzbget"" ) <TAB> rpc = self . get_rpc ( <TAB> <TAB> setting . host , <TAB> <TAB> setting . ssl , <TAB> <TAB> setting . port , <TAB> <TAB> setting . username , <TAB> <TAB> urllib . quote ( setting . password . encode ( ""utf-8"" ) ) , <TAB> ) <TAB> try : <TAB> <TAB> if rpc . writelog ( ""INFO"" , ""NZB Hydra connected to test connection"" ) : <TAB> <TAB> <TAB> version = rpc . version ( ) <TAB> <TAB> <TAB> <TAB> <TAB> <TAB> if int ( version [ : 2 ] ) < 13 : <TAB> <TAB> <TAB> <TAB> self . logger . error ( ""NZBGet needs to be version 13 or higher"" ) <TAB> <TAB> <TAB> <TAB> return False , ""NZBGet needs to be version 13 or higher"" <TAB> <TAB> <TAB> self . logger . info ( ""Connection test to NZBGet successful"" ) <TAB> <TAB> else : <TAB> <TAB> <TAB> self . logger . info ( <TAB> <TAB> <TAB> <TAB> ""Successfully connected to NZBGet, but unable to send a message"" <TAB> <TAB> <TAB> ) <TAB> except socket . error : <TAB> <TAB> self . logger . error ( <TAB> <TAB> <TAB> ""NZBGet is not responding. Please ensure that NZBGet is running and host setting is correct."" <TAB> <TAB> ) <TAB> <TAB> return False , ""NZBGet is not responding under this address, scheme and port"" <TAB> except xmlrpc . client . ProtocolError as e : <TAB> <TAB> <fill-in> <TAB> <TAB> <TAB> self . logger . error ( ""Wrong credentials"" ) <TAB> <TAB> <TAB> return False , ""Wrong credentials"" <TAB> <TAB> else : <TAB> <TAB> <TAB> self . logger . error ( ""Protocol error: %s"" , e ) <TAB> <TAB> return False , str ( e ) <TAB> except Exception as e : <TAB> <TAB> self . logger . exception ( ""Unknown error while communicating with NZBGet"" ) <TAB> <TAB> return False , str ( e ) <TAB> return True , """"",False,if e . errcode == 401 :,___________________,0.0
